itemName,itemsViewed,itemsPurchased,itemsAddedToCart,itemRevenue,prvItemsViewed,prvItemsPurchased,prvItemsAddedToCart,prvItemRevenue,ProductGrowthRate,VisitsGrowthRate
Leather Desk Gift Set,5,0,0,0,5,0,0,0,0.0,0.0
Leather Trinket Tray,6,0,0,0,10,0,0,0,0.0,-0.4
Leather Trinket Tray,6,0,0,0,10,0,0,0,0.0,-0.4
Leather Trinket Tray,6,0,0,0,10,0,0,0,0.0,-0.4
Leather Trinket Tray,6,0,0,0,10,0,0,0,0.0,-0.4
Leather Trinket Tray,6,0,0,0,10,0,0,0,0.0,-0.4
Leather Home and Away Gift Set,4,0,0,0,6,0,0,0,0.0,-0.3333333333333333
Leather Home and Away Gift Set,4,0,0,0,6,0,0,0,0.0,-0.3333333333333333
Leather Home and Away Gift Set,4,0,0,0,6,0,0,0,0.0,-0.3333333333333333
Leather Home and Away Gift Set,4,0,0,0,6,0,0,0,0.0,-0.3333333333333333
Leather Home and Away Gift Set,4,0,0,0,6,0,0,0,0.0,-0.3333333333333333
Leather Wine Bottle Holder,2,0,0,0,5,0,0,0,0.0,-0.6
Leather Wine Bottle Holder,2,0,0,0,5,0,0,0,0.0,-0.6
Leather Wine Bottle Holder,2,0,0,0,5,0,0,0,0.0,-0.6
Leather Wine Bottle Holder,2,0,0,0,5,0,0,0,0.0,-0.6
Leather Wine Bottle Holder,2,0,0,0,5,0,0,0,0.0,-0.6
Leather Cutlery Holder (set of 4),6,0,0,0,6,0,0,0,0.0,0.0
Leather Cutlery Holder (set of 4),6,0,0,0,6,0,0,0,0.0,0.0
Leather Cutlery Holder (set of 4),6,0,0,0,6,0,0,0,0.0,0.0
Leather Cutlery Holder (set of 4),6,0,0,0,6,0,0,0,0.0,0.0
Leather Cutlery Holder (set of 4),6,0,0,0,6,0,0,0,0.0,0.0
Leather Placemats (set of 4),2,0,0,0,2,0,0,0,0.0,0.0
Leather Placemats (set of 4),2,0,0,0,2,0,0,0,0.0,0.0
Leather Placemats (set of 4),2,0,0,0,2,0,0,0,0.0,0.0
Leather Placemats (set of 4),2,0,0,0,2,0,0,0,0.0,0.0
Leather Placemats (set of 4),2,0,0,0,2,0,0,0,0.0,0.0
Aureool - Pink,1,0,0,0,1,0,0,0,0.0,0.0
Aureool - Green,4,0,0,0,1,0,0,0,0.0,3.0
Mouth Blown 'Candy' Wine Glasses,6,0,0,0,4,0,0,0,0.0,0.5
Mouth Blown 'Candy' Wine Glasses,6,0,0,0,4,0,0,0,0.0,0.5
Mouth Blown 'Candy' Wine Glasses,6,0,0,0,4,0,0,0,0.0,0.5
Mouth Blown 'Candy' Wine Glasses,6,0,0,0,4,0,0,0,0.0,0.5
Mouth Blown 'Candy' Wine Glasses,6,0,0,0,4,0,0,0,0.0,0.5
Mouth Blown 'Candy' Wine Glasses,6,0,0,0,4,0,0,0,0.0,0.5
Mouth Blown 'Candy' Wine Glasses,6,0,0,0,4,0,0,0,0.0,0.5
Mouth Blown 'Candy' Wine Glasses,6,0,0,0,4,0,0,0,0.0,0.5
Mouth Blown 'Candy' Wine Glasses,6,0,0,0,4,0,0,0,0.0,0.5
Mouth Blown 'Candy' Wine Glasses,6,0,0,0,4,0,0,0,0.0,0.5
Mouth Blown 'Candy' Wine Glasses,6,0,0,0,4,0,0,0,0.0,0.5
Mouth Blown 'Candy' Wine Glasses,6,0,0,0,4,0,0,0,0.0,0.5
Perlina Cup + Piattino,4,0,0,0,11,0,1,0,0.0,-0.6363636363636364
Camber Stool,16,0,0,0,38,0,2,0,0.0,-0.5789473684210527
The Fiasca Vase,5,0,1,0,6,0,0,0,0.0,-0.16666666666666666
0405 Glass Set of Two | Clear | Medium,1,0,2,0,0,0,0,0,0.0,0.0
Easy Chair 01 | Warm Brown Birch,15,0,1,0,12,0,1,0,0.0,0.25
Swirly Vase Blue,16,0,2,0,17,0,2,0,0.0,-0.058823529411764705
Ceramic Plate Organic Fusion N°1,168,0,4,0,235,0,4,0,0.0,-0.2851063829787234
Fortress Stool,6,0,0,0,22,0,0,0,0.0,-0.7272727272727273
Fortress Stool,6,0,0,0,22,0,0,0,0.0,-0.7272727272727273
The Mush Table Lamps,75,0,4,0,34,0,3,0,0.0,1.2058823529411764
The Mush Table Lamps,75,0,4,0,34,0,3,0,0.0,1.2058823529411764
Happy Pillow Dark Green Velvet With Light Green Fringes,4,0,2,0,5,0,1,0,0.0,-0.2
Happy Pillow Dark Green Velvet With Light Green Fringes,4,0,2,0,5,0,1,0,0.0,-0.2
Happy Pillow Dark Green Velvet With Light Green Fringes,4,0,2,0,5,0,1,0,0.0,-0.2
Happy Pillow Dark Green Velvet With Light Green Fringes,4,0,2,0,5,0,1,0,0.0,-0.2
Happy Pillow Dark Green Velvet With Light Green Fringes,4,0,2,0,5,0,1,0,0.0,-0.2
Happy Pillow Dark Green Velvet With Light Green Fringes,4,0,2,0,5,0,1,0,0.0,-0.2
The Drago Bianco Vase,4,0,0,0,2,0,0,0,0.0,1.0
The Drago Nero Vase,6,0,0,0,7,0,0,0,0.0,-0.14285714285714285
Babette Tea Spoon Sterling Silver,9,0,0,0,2,0,0,0,0.0,3.5
Esoteric Wall Lamp,215,0,3,0,109,0,1,0,0.0,0.9724770642201835
Transparent Melted Candelabros,5,0,0,0,8,0,1,0,0.0,-0.375
Lotuso Ecru Ceramic,6,0,3,0,4,0,1,0,0.0,0.5
Knife & Fork Bowl Brass Sculpture,9,0,0,0,13,0,0,0,0.0,-0.3076923076923077
Pillar — Carafe Set,5,0,0,0,9,0,0,0,0.0,-0.4444444444444444
0405 Bottle | Clear | Wide,4,0,0,0,2,0,0,0,0.0,1.0
0405 Glass Set of Two | Clear | Small,0,0,0,0,0,0,0,0,0.0,0.0
0405 Stem Glass Set of 2 | Clear | Small,2,0,0,0,1,0,0,0,0.0,1.0
Swirly Vase Green,14,0,1,0,13,0,0,0,0.0,0.07692307692307693
Babette Compote Spoon Sterling Silver,13,0,0,0,11,0,0,0,0.0,0.18181818181818182
Cherry and Pearls,5,0,1,0,2,0,0,0,0.0,1.5
Ostro Black Ceramic,22,0,2,0,15,0,0,0,0.0,0.4666666666666667
Louisa II Table Lamp,8,0,0,0,8,0,0,0,0.0,0.0
Louisa II Table Lamp,8,0,0,0,8,0,0,0,0.0,0.0
Amaterasu Wall Lamp,3,0,0,0,3,0,0,0,0.0,0.0
Dolia Ceiling Light,6,0,0,0,1,0,0,0,0.0,5.0
Torca Wall Light,14,0,0,0,3,0,0,0,0.0,3.6666666666666665
Torca Wall Light,14,0,0,0,3,0,0,0,0.0,3.6666666666666665
Mouth Blown Green 'Candy' Shot Glasses,3,0,0,0,5,0,1,0,0.0,-0.4
Mouth Blown Green 'Candy' Shot Glasses,3,0,0,0,5,0,1,0,0.0,-0.4
Mouth Blown Green 'Candy' Shot Glasses,3,0,0,0,5,0,1,0,0.0,-0.4
Mouth Blown 'Candy' Mix Shot Glasses,5,0,1,0,8,0,0,0,0.0,-0.375
Mouth Blown 'Candy' Mix Shot Glasses,5,0,1,0,8,0,0,0,0.0,-0.375
La Ligne Horizontal Cushion,8,0,2,0,4,0,1,0,0.0,1.0
Swirly Vase Red,16,0,1,0,12,0,0,0,0.0,0.3333333333333333
Swirly Vase Blue and Peach,8,0,0,0,7,0,2,0,0.0,0.14285714285714285
Volatil Candle Holder,2,0,0,0,10,0,0,0,0.0,-0.8
Arbo Sculptural Vessel,8,0,0,0,0,0,0,0,0.0,0.0
Arko White Marble Lamp,6,0,0,0,7,0,1,0,0.0,-0.14285714285714285
Arko White Marble Lamp,6,0,0,0,7,0,1,0,0.0,-0.14285714285714285
Ostro Ecru Ceramic,33,0,3,0,37,0,0,0,0.0,-0.10810810810810811
Peono Green Marble,40,0,0,0,30,0,0,0,0.0,0.3333333333333333
Peono Green Marble,40,0,0,0,30,0,0,0,0.0,0.3333333333333333
Peono Green Marble,40,0,0,0,30,0,0,0,0.0,0.3333333333333333
Happy Pillow Orange Velvet With Orange Fringes,0,0,0,0,0,0,0,0,0.0,0.0
Happy Pillow Orange Velvet With Orange Fringes,0,0,0,0,0,0,0,0,0.0,0.0
Happy Pillow Orange Velvet With Orange Fringes,0,0,0,0,0,0,0,0,0.0,0.0
Happy Pillow Orange Velvet With Orange Fringes,0,0,0,0,0,0,0,0,0.0,0.0
Happy Pillow Orange Velvet With Orange Fringes,0,0,0,0,0,0,0,0,0.0,0.0
Happy Pillow Orange Velvet With Orange Fringes,0,0,0,0,0,0,0,0,0.0,0.0
Wet Bowl - Medium Lime,2,0,0,0,2,0,0,0,0.0,0.0
Blue 'Candy' Mouth Blown Shot Glasses,1,0,0,0,1,0,0,0,0.0,0.0
Blue 'Candy' Mouth Blown Shot Glasses,1,0,0,0,1,0,0,0,0.0,0.0
Blue 'Candy' Mouth Blown Shot Glasses,1,0,0,0,1,0,0,0,0.0,0.0
High Spirits — Lowball Glass,23,0,1,0,29,0,3,0,0.0,-0.20689655172413793
Pillar — Tumbler Glass,4,0,1,0,16,0,0,0,0.0,-0.75
Ueno Bench,103,0,2,0,77,0,2,0,0.0,0.33766233766233766
Peona Tobacco Alabaster,6,0,1,0,3,0,0,0,0.0,1.0
Peona Tobacco Alabaster,6,0,1,0,3,0,0,0,0.0,1.0
Happy Pillow Dark Blue Velvet With Green Fringes,5,0,1,0,2,0,0,0,0.0,1.5
Happy Pillow Dark Blue Velvet With Green Fringes,5,0,1,0,2,0,0,0,0.0,1.5
Happy Pillow Dark Blue Velvet With Green Fringes,5,0,1,0,2,0,0,0,0.0,1.5
Happy Pillow Dark Blue Velvet With Green Fringes,5,0,1,0,2,0,0,0,0.0,1.5
Happy Pillow Dark Blue Velvet With Green Fringes,5,0,1,0,2,0,0,0,0.0,1.5
Happy Pillow Blue Velvet With Light Green Fringes,1,0,0,0,5,0,1,0,0.0,-0.8
Happy Pillow Blue Velvet With Light Green Fringes,1,0,0,0,5,0,1,0,0.0,-0.8
Happy Pillow Blue Velvet With Light Green Fringes,1,0,0,0,5,0,1,0,0.0,-0.8
Happy Pillow Blue Velvet With Light Green Fringes,1,0,0,0,5,0,1,0,0.0,-0.8
Happy Pillow Blue Velvet With Light Green Fringes,1,0,0,0,5,0,1,0,0.0,-0.8
Happy Pillow Blue Velvet With Light Green Fringes,1,0,0,0,5,0,1,0,0.0,-0.8
Foot Chair,6,0,0,0,0,0,0,0,0.0,0.0
Networking - Decorative Dish,4,0,0,0,6,0,1,0,0.0,-0.3333333333333333
Candleholder La Chose 1,7,0,0,0,6,0,0,0,0.0,0.16666666666666666
Josef Walnut Wood,12,0,0,0,12,0,0,0,0.0,0.0
Josef Walnut Wood,12,0,0,0,12,0,0,0,0.0,0.0
Josef Walnut Wood,12,0,0,0,12,0,0,0,0.0,0.0
Pipito Green Marble,4,0,0,0,6,0,0,0,0.0,-0.3333333333333333
Pipito Green Marble,4,0,0,0,6,0,0,0,0.0,-0.3333333333333333
Okla Ecru Cotton,33,0,0,0,18,0,0,0,0.0,0.8333333333333334
Lotuso Black Ceramic,6,0,1,0,3,0,0,0,0.0,1.0
Happy Pillow Blue Velvet With White Fringes,0,0,0,0,0,0,0,0,0.0,0.0
Happy Pillow Blue Velvet With White Fringes,0,0,0,0,0,0,0,0,0.0,0.0
Happy Pillow Blue Velvet With White Fringes,0,0,0,0,0,0,0,0,0.0,0.0
Happy Pillow Blue Velvet With White Fringes,0,0,0,0,0,0,0,0,0.0,0.0
Happy Pillow Blue Velvet With White Fringes,0,0,0,0,0,0,0,0,0.0,0.0
Mouth Blown Yellow 'Candy' Shot Glasses,2,0,0,0,3,0,0,0,0.0,-0.3333333333333333
Mouth Blown Yellow 'Candy' Shot Glasses,2,0,0,0,3,0,0,0,0.0,-0.3333333333333333
Mouth Blown Yellow 'Candy' Shot Glasses,2,0,0,0,3,0,0,0,0.0,-0.3333333333333333
Never Alone Again,4,0,0,0,5,0,0,0,0.0,-0.2
Astrology Sign Candle,16,0,1,0,25,0,4,0,0.0,-0.36
Astrology Sign Candle,16,0,1,0,25,0,4,0,0.0,-0.36
Astrology Sign Candle,16,0,1,0,25,0,4,0,0.0,-0.36
Astrology Sign Candle,16,0,1,0,25,0,4,0,0.0,-0.36
Astrology Sign Candle,16,0,1,0,25,0,4,0,0.0,-0.36
Astrology Sign Candle,16,0,1,0,25,0,4,0,0.0,-0.36
Astrology Sign Candle,16,0,1,0,25,0,4,0,0.0,-0.36
Astrology Sign Candle,16,0,1,0,25,0,4,0,0.0,-0.36
Astrology Sign Candle,16,0,1,0,25,0,4,0,0.0,-0.36
Astrology Sign Candle,16,0,1,0,25,0,4,0,0.0,-0.36
Astrology Sign Candle,16,0,1,0,25,0,4,0,0.0,-0.36
Astrology Sign Candle,16,0,1,0,25,0,4,0,0.0,-0.36
Vintage Matthew Hilton Candle Holder,5,0,1,0,5,0,1,0,0.0,0.0
Table Lamp Green,15,0,0,0,10,0,0,0,0.0,0.5
Alte Floor Lamp,3,0,1,0,2,0,0,0,0.0,0.5
"""Wild""",4,0,0,0,8,0,0,0,0.0,-0.5
"""Eternal Energy II""",3,0,0,0,1,0,0,0,0.0,2.0
"""Wild"" painting",2,0,0,0,2,0,0,0,0.0,0.0
Flutita Black Marble,3,0,0,0,1,0,0,0,0.0,2.0
Flutita Black Marble,3,0,0,0,1,0,0,0,0.0,2.0
Peona Black Marble,0,0,0,0,0,0,0,0,0.0,0.0
Peona Black Marble,0,0,0,0,0,0,0,0,0.0,0.0
Arko Sea Ceramic Lamp,9,0,0,0,6,0,0,0,0.0,0.5
Arko Sea Ceramic Lamp,9,0,0,0,6,0,0,0,0.0,0.5
Lotuso Green Marble,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
"""Hat"" Lamp",3,0,1,0,2,0,0,0,0.0,0.5
Vintage Curly RVS Candle Holders,5,0,1,0,3,0,0,0,0.0,0.6666666666666666
Bau Bowl,22,0,3,0,17,0,2,0,0.0,0.29411764705882354
Louisa II Table Lamp,8,0,0,0,8,0,0,0,0.0,0.0
Louisa II Table Lamp,8,0,0,0,8,0,0,0,0.0,0.0
Louisa II Table Lamp,8,0,0,0,8,0,0,0,0.0,0.0
Ines Table Lamp,4,0,0,0,0,0,0,0,0.0,0.0
Ines Table Lamp,4,0,0,0,0,0,0,0,0.0,0.0
Ines Table Lamp,4,0,0,0,0,0,0,0,0.0,0.0
Madmen Ashtray,3,0,0,0,4,0,0,0,0.0,-0.25
Vagari Chair,148,0,1,0,50,0,3,0,0.0,1.96
Table Lamp Blue,9,0,0,0,2,0,0,0,0.0,3.5
"""Tumble"" Chairs (arm-rest)",4,0,1,0,0,0,1,0,0.0,0.0
Mirror Lounge Chair,48,0,0,0,39,0,0,0,0.0,0.23076923076923078
Applique Objet_6,7,0,0,0,7,0,0,0,0.0,0.0
Superseed I,9,0,0,0,5,0,0,0,0.0,0.8
Mouth Blown Pink 'Candy' shot Glasses,1,0,0,0,1,0,0,0,0.0,0.0
Mouth Blown Pink 'Candy' shot Glasses,1,0,0,0,1,0,0,0,0.0,0.0
Mouth Blown Pink 'Candy' shot Glasses,1,0,0,0,1,0,0,0,0.0,0.0
Stone Feet Sculpture,7,0,0,0,7,0,2,0,0.0,0.0
Sella Curulis Stool,13,0,0,0,4,0,0,0,0.0,2.25
UFO Vase in Amber,16,0,3,0,23,0,5,0,0.0,-0.30434782608695654
Candleholder La Chose 2,5,0,0,0,5,0,0,0,0.0,0.0
Candleholder La Chose 2,5,0,0,0,5,0,0,0,0.0,0.0
"""Tumble"" Chairs (tall back)",1,0,1,0,0,0,0,0,0.0,0.0
Bearing II,13,0,0,0,4,0,0,0,0.0,2.25
Saint-Louis Crystal and Leather Ashtray,2,0,0,0,1,0,0,0,0.0,1.0
"Crystal Ashtray ""Ambassador"" D120 by Saint-Louis 70's",0,0,0,0,0,0,0,0,0.0,0.0
Cloud City Wall Lampshade,30,0,1,0,20,0,0,0,0.0,0.5
Lampe ii,48,0,0,0,23,0,2,0,0.0,1.0869565217391304
Lampe ii,48,0,0,0,23,0,2,0,0.0,1.0869565217391304
Piece and Quiet Dining Chair,28,0,1,0,13,0,1,0,0.0,1.1538461538461537
Black Lilith with Oxide Drip,5,0,0,0,6,0,0,0,0.0,-0.16666666666666666
Lux Æterna Candleholder Sculpture,2,0,0,0,5,0,0,0,0.0,-0.6
SSB01W Bench,18,0,0,0,19,0,0,0,0.0,-0.05263157894736842
Ushigome-Yanagichio Stool,24,0,2,0,23,0,1,0,0.0,0.043478260869565216
Flute - Transparent,21,0,0,0,33,0,1,0,0.0,-0.36363636363636365
"The ""Mush"" Lamp - Giant",2,0,0,0,0,0,0,0,0.0,0.0
"The ""Mush"" Lamp - Giant",2,0,0,0,0,0,0,0,0.0,0.0
UUFO 01 Dining Table,43,0,1,0,24,0,1,0,0.0,0.7916666666666666
Black Vase by Flavio Poli for Seguso,4,0,1,0,3,0,0,0,0.0,0.3333333333333333
Theia Lounge Chair,35,0,0,0,33,0,0,0,0.0,0.06060606060606061
Untitled,35,0,1,0,25,0,1,0,0.0,0.4
Double Cream,9,0,0,0,7,0,0,0,0.0,0.2857142857142857
Large Murano Glass Ashtray,8,0,0,0,17,0,0,0,0.0,-0.5294117647058824
Murano Bowl by Flavio Poli for Seguso,2,0,0,0,0,0,0,0,0.0,0.0
Damier Throw - Black,2,0,0,0,3,0,0,0,0.0,-0.3333333333333333
Perlée Deep Bowl,0,0,0,0,0,0,0,0,0.0,0.0
Perlée Deep Bowl,0,0,0,0,0,0,0,0,0.0,0.0
Perlée Deep Bowl,0,0,0,0,0,0,0,0,0.0,0.0
Bohême Bowl - Large,0,0,0,0,0,0,0,0,0.0,0.0
Dowry Blanket 2,5,0,0,0,4,0,0,0,0.0,0.25
Dracula Wall Scone Composite,9,0,0,0,3,0,0,0,0.0,2.0
Wall lamp MOOR PLUS BRILLANCE,37,0,2,0,27,0,1,0,0.0,0.37037037037037035
Acme - Greek Marble Black,5,0,0,0,4,0,0,0,0.0,0.25
Acme - Greek Marble,6,0,0,0,7,0,0,0,0.0,-0.14285714285714285
Vase by Flavio Poli for V. Nason & Co,8,0,0,0,5,0,0,0,0.0,0.6
Alhambra Bowl - Large,2,0,0,0,2,0,0,0,0.0,0.0
Silver Root - Low,72,0,1,0,33,0,1,0,0.0,1.1818181818181819
"Vase ""Ohun Ohara"" by Lino Sabattini 80's",2,0,0,0,0,0,0,0,0.0,0.0
fUUUUsillo Nero Marquina,5,0,0,0,4,0,0,0,0.0,0.25
fUUUUsillo Arabescato,3,0,0,0,1,0,0,0,0.0,2.0
UUfo 02 Dining Table,13,0,0,0,7,0,0,0,0.0,0.8571428571428571
Transparent Vase by Flavio Poli for Seguso,6,0,0,0,8,0,0,0,0.0,-0.25
Galet Egg Cup,15,0,1,0,14,0,0,0,0.0,0.07142857142857142
Galet Egg Cup,15,0,1,0,14,0,0,0,0.0,0.07142857142857142
Alhambra Serving Set (2 Piece Set),0,0,0,0,0,0,0,0,0.0,0.0
Haas Mojave Espresso Cup + Saucer - White,0,0,0,0,0,0,0,0,0.0,0.0
Alfonso Vase in Shiny White,50,0,0,0,52,0,3,0,0.0,-0.038461538461538464
Hanging Lamp # 1,63,0,3,0,68,0,1,0,0.0,-0.07352941176470588
Set Of 4 Washed Linen Napkins in Olive,3,0,0,0,4,0,0,0,0.0,-0.25
Éson Vessel,16,0,0,0,10,0,0,0,0.0,0.6
Éson Vessel,16,0,0,0,10,0,0,0,0.0,0.6
Éson Vessel,16,0,0,0,10,0,0,0,0.0,0.6
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Washed Linen Bed Set in Natural,4,0,0,0,0,0,0,0,0.0,0.0
Maria Vessel - Midnight Blue,4,0,0,0,5,0,4,0,0.0,-0.2
Silver Root - Tall,27,0,0,0,25,0,0,0,0.0,0.08
Cactus Chair,7,0,0,0,4,0,0,0,0.0,0.75
'A Still Moment',5,0,0,0,11,0,0,0,0.0,-0.5454545454545454
'Drift of Thoughts',15,0,0,0,5,0,0,0,0.0,2.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
Washed Linen Bed Set Stormy Blue,2,0,0,0,2,0,0,0,0.0,0.0
The Bag Vase Apparel,0,0,0,0,0,0,0,0,0.0,0.0
Rokko Jacquard Throw,9,0,2,0,5,0,0,0,0.0,0.8
Midnight,22,0,0,0,42,0,0,0,0.0,-0.47619047619047616
Vase Ariane Bleu,7,0,0,0,3,0,0,0,0.0,1.3333333333333333
Grenade Ashtray,1,0,0,0,7,0,0,0,0.0,-0.8571428571428571
La Lumiere Vase,105,0,1,0,16,0,2,0,0.0,5.5625
Le Voyage Vase,13,0,0,0,17,0,3,0,0.0,-0.23529411764705882
Ceramic Vase Rounds Pattern,18,0,1,0,16,0,0,0,0.0,0.125
Incense Holder,24,0,1,0,19,0,0,0,0.0,0.2631578947368421
Soapholder,30,0,0,0,33,0,1,0,0.0,-0.09090909090909091
VASE 01,27,0,0,0,29,0,0,0,0.0,-0.06896551724137931
Gemini Vase in Graphite,4,0,1,0,3,0,1,0,0.0,0.3333333333333333
Maria Vessel - Shiny White,5,0,2,0,2,0,0,0,0.0,1.5
Alfonso Vase in Graphite,16,0,0,0,10,0,0,0,0.0,0.6
Water Lily Candle Holder,7,0,0,0,2,0,0,0,0.0,2.5
Tyro Bowl,9,0,1,0,3,0,0,0,0.0,2.0
Tyro Bowl,9,0,1,0,3,0,0,0,0.0,2.0
Side Table S MOOR,6,0,0,0,11,0,0,0,0.0,-0.45454545454545453
Side Table S MOOR,6,0,0,0,11,0,0,0,0.0,-0.45454545454545453
Table Lamp Half-sphere M MOOR,4,0,0,0,4,0,0,0,0.0,0.0
Draped Vase Apparel,4,0,0,0,2,0,0,0,0.0,1.0
Sculptural Scented Candle No. 8,5,0,0,0,4,0,0,0,0.0,0.25
Sculptural Scented Candle No. 11,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Sculptural Scented Candle No. 8,5,0,0,0,4,0,0,0,0.0,0.25
Sculptural Scented Candle No. 35,3,0,0,0,6,0,0,0,0.0,-0.5
Table Lamp 02,60,0,2,0,33,0,0,0,0.0,0.8181818181818182
Wobbly Vase Natural,12,0,0,0,7,0,0,0,0.0,0.7142857142857143
Wobbly Vase Black,23,0,0,0,13,0,1,0,0.0,0.7692307692307693
Kozu Jacquard Throw,5,0,0,0,6,0,0,0,0.0,-0.16666666666666666
Rectangular Ceramic Lamp,12,0,1,0,5,0,0,0,0.0,1.4
Foliage Candelabrum Large,5,0,2,0,2,0,0,0,0.0,1.5
Budō Bowl,3,0,0,0,4,0,1,0,0.0,-0.25
Double Vessel - New Edition,16,0,1,0,10,0,0,0,0.0,0.6
Wobbly Bowl Black,3,0,0,0,2,0,0,0,0.0,0.5
Wobbly Vase Green,9,0,0,0,16,0,0,0,0.0,-0.4375
Tori Jacquard Throw,2,0,0,0,2,0,0,0,0.0,0.0
Goto Jacquard Throw,3,0,0,0,1,0,0,0,0.0,2.0
Iki Jacquard Throw,4,0,0,0,0,0,0,0,0.0,0.0
#0517 - Big Green Glass Candle,0,0,0,0,0,0,0,0,0.0,0.0
Textured Ceramic Lamp,10,0,0,0,9,0,0,0,0.0,0.1111111111111111
Holiday Vase in Shiny White,3,0,0,0,2,0,0,0,0.0,0.5
Coral Candle Holder,11,0,1,0,10,0,0,0,0.0,0.1
Acorn Bowl Grand,12,0,0,0,4,0,0,0,0.0,2.0
L'Aurore Vase,21,0,0,0,11,0,1,0,0.0,0.9090909090909091
La Chaleur Vase,11,0,0,0,13,0,0,0,0.0,-0.15384615384615385
"Main Double ""What binds us"" Brown Bond",0,0,0,0,0,0,0,0,0.0,0.0
Arc de Stool '37,4,0,0,0,11,0,0,0,0.0,-0.6363636363636364
Arc de Stool '37,4,0,0,0,11,0,0,0,0.0,-0.6363636363636364
Wheat Candle Holder,5,0,0,0,11,0,0,0,0.0,-0.5454545454545454
La Vitalité Vase,10,0,0,0,25,0,0,0,0.0,-0.6
La Pierre Vase,10,0,0,0,3,0,0,0,0.0,2.3333333333333335
Arc de Stool '52,6,0,0,0,7,0,0,0,0.0,-0.14285714285714285
Campagne Plate,36,0,3,0,31,0,3,0,0.0,0.16129032258064516
Campagne Plate,36,0,3,0,31,0,3,0,0.0,0.16129032258064516
Wall Lamp # 1,50,0,0,0,30,0,0,0,0.0,0.6666666666666666
Foliage Candelabrum Small,2,0,0,0,6,0,0,0,0.0,-0.6666666666666666
Grenade Harumi Box,5,0,0,0,1,0,0,0,0.0,4.0
Almeria Small Basket,3,0,0,0,4,0,1,0,0.0,-0.25
Almeria Small Basket,3,0,0,0,4,0,1,0,0.0,-0.25
Almeria Small Basket,3,0,0,0,4,0,1,0,0.0,-0.25
Almeria Small Basket,3,0,0,0,4,0,1,0,0.0,-0.25
Almeria Small Basket,3,0,0,0,4,0,1,0,0.0,-0.25
Almeria Small Basket,3,0,0,0,4,0,1,0,0.0,-0.25
Almeria Small Basket,3,0,0,0,4,0,1,0,0.0,-0.25
Almeria Small Basket,3,0,0,0,4,0,1,0,0.0,-0.25
Almeria Small Basket,3,0,0,0,4,0,1,0,0.0,-0.25
Almeria Small Basket,3,0,0,0,4,0,1,0,0.0,-0.25
